EstablishmentID,InspectionID,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,Latitude,Longitude,InspectionDate,Score,Grade,NameSearch,Intersection
73002,1386666,JU-LI CREATIONS,,8621 HI VIEW LN,,LOUISVILLE,KY,40272,CATERERS,38.1212,0,6/8/18 0:00,100,A,JU-LI CREATIONS,
102648,1387088,DINING WITH GABOR AND MORE,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,CATERERS,38.2535,-85.7816,6/12/18 0:00,99,A,DINING WITH GABOR AND MORE,
93324,1383273,GITA'S CATERING AT HOLIDAY INN,,6551 PARAMOUNT PARK DR,,LOUISVILLE,KY,40213,CATERERS,38.1541,-85.7122,5/30/18 0:00,96,A,GITA'S CATERING AT HOLIDAY INN,
70057,1378470,SINCERELY YOURS CATERING,,1515 CYPRESS ST,,LOUISVILLE,KY,40211,CATERERS,38.23,0,5/10/18 0:00,99,A,SINCERELY YOURS CATERING,
86636,1378944,GRACIOUS PLENTY CATERING,,2900 BROWNSBORO RD,,LOUISVILLE,KY,40206,CATERERS,38.26,-85.6881,5/14/18 0:00,100,A,GRACIOUS PLENTY CATERING,
99589,1379879,FESTIVAL CUISINE and SPIRITS,,473 ROBERTS AVE,,LOUISVILLE,KY,40214,CATERERS,38.1534,-85.7589,5/16/18 0:00,98,A,FESTIVAL CUISINE and SPIRITS,
103808,1387394,DOUGLASS BLVD CHRISTIAN CHURCH,,2005 DOUGLASS BLVD,,LOUISVILLE,KY,40205,CATERERS,38.2255,-85.6939,6/13/18 0:00,100,A,DOUGLASS BLVD CHRISTIAN CHURCH,
100132,1381785,NEW LEGACY,,1115 GARVIN PL,,LOUISVILLE,KY,40203,CATERERS,38.2368,-85.7614,5/22/18 0:00,97,A,NEW LEGACY,
75555,1388296,MIRABELLE GOURMET CATERING,,1309 CHRISTY AVE,,LOUISVILLE,KY,40204,CATERERS,38.24,-85.7304,6/15/18 0:00,94,A,MIRABELLE GOURMET CATERING,
81295,1388318,BEHA CATERING,,4714 PINEWOOD RD,,LOUISVILLE,KY,40218,CATERERS,38.1854,-85.6915,6/15/18 0:00,97,A,BEHA CATERING,
105038,1384217,SONAL'S KITCHEN,,4746 BARDSTOWN RD,,LOUISVILLE,KY,40218,CATERERS,38.1794,-85.6238,5/31/18 0:00,91,A,SONAL'S KITCHEN,
104407,1387395,DEE'S CATERING LLC,,2005 DOUGLASS BLVD,,LOUISVILLE,KY,40205,CATERERS,38.225,-85.6939,6/13/18 0:00,100,A,DEE'S CATERING LLC,
77581,1389839,MAGNOLIA FOODS CATERING,,621 W MAGNOLIA ST,,LOUISVILLE,KY,40208,CATERERS,38.2298,-85.7656,6/20/18 0:00,96,A,MAGNOLIA FOODS CATERING,
102328,1404194,TRUE NORTH CATERING,,1841 PLANTSIDE DR,,LOUISVILLE,KY,40299,CATERERS,38.217,-85.571,8/13/18 0:00,100,A,TRUE NORTH CATERING,
99376,1408460,THAT PLACE CATERING,,2060 S PRESTON ST,,LOUISVILLE,KY,40217,CATERERS,38.218,-85.7467,8/27/18 0:00,100,A,THAT PLACE CATERING,
100077,1410471,U OF L CATERING SERVICES,,2100 S FLOYD ST,,LOUISVILLE,KY,40208,CATERERS,38.2178,-85.7556,9/5/18 0:00,99,A,U OF L CATERING SERVICES,
98707,1412549,LUCRETIA'S KITCHEN,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,CATERERS,38.2532,-85.7817,9/12/18 0:00,98,A,LUCRETIA'S KITCHEN,
89793,1402981,CHILDREN'S PANTRY,,7602 3RD STREET RD,,LOUISVILLE,KY,40214,CATERERS,38.1402,-85.7829,8/7/18 0:00,98,A,CHILDREN'S PANTRY,
86561,1412696,MASTERSON'S CATERING,,1231 LEXINGTON RD,,LOUISVILLE,KY,40204,CATERERS,38.2497,-85.7285,9/13/18 0:00,93,A,MASTERSON'S CATERING,
82396,1397568,KAREM'S DELI and CATERING,,3600 CHAMBERLAIN LN,,LOUISVILLE,KY,40241,CATERERS,38.303,-85.5527,7/17/18 0:00,97,A,KAREM'S DELI and CATERING,
103808,1439465,DOUGLASS BLVD CHRISTIAN CHURCH,,2005 DOUGLASS BLVD,,LOUISVILLE,KY,40205,CATERERS,38.2255,-85.6939,1/2/19 0:00,100,A,DOUGLASS BLVD CHRISTIAN CHURCH,
104407,1439466,DEE'S CATERING LLC,,2005 DOUGLASS BLVD,,LOUISVILLE,KY,40205,CATERERS,38.225,-85.6939,1/2/19 0:00,100,A,DEE'S CATERING LLC,
102191,1418034,COMMONWEALTH CATERING LLC,,2401 WOODBOURNE AVE,,LOUISVILLE,KY,40205,CATERERS,38.2281,-85.6848,10/3/18 0:00,100,A,COMMONWEALTH CATERING LLC,
99121,1398899,MARINATIONS CATERING,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,CATERERS,38.2532,-85.7817,7/23/18 0:00,100,A,MARINATIONS CATERING,
93324,1440394,GITA'S CATERING AT HOLIDAY INN,,6551 PARAMOUNT PARK DR,,LOUISVILLE,KY,40213,CATERERS,38.1541,-85.7122,1/7/19 0:00,98,A,GITA'S CATERING AT HOLIDAY INN,
85392,1426161,DINING ELEGANCE CATERERS,,10920 PLANTSIDE DR,,LOUISVILLE,KY,40299,CATERERS,38.123,-85.333,11/1/18 0:00,100,A,DINING ELEGANCE CATERERS,
96749,1404224,RAMSEY'S RECIPES,,3812 W BROADWAY,,LOUISVILLE,KY,40212,CATERERS,38.2497,-85.2497,8/13/18 0:00,99,A,RAMSEY'S RECIPES,
99589,1427251,FESTIVAL CUISINE and SPIRITS,,473 ROBERTS AVE,,LOUISVILLE,KY,40214,CATERERS,38.1534,-85.7589,11/7/18 0:00,100,A,FESTIVAL CUISINE and SPIRITS,
70057,1435150,SINCERELY YOURS CATERING,,1515 CYPRESS ST,,LOUISVILLE,KY,40211,CATERERS,38.23,0,12/11/18 0:00,97,A,SINCERELY YOURS CATERING,
59613,1398570,NAIMAN CATERING,,601 S SHELBY ST,,LOUISVILLE,KY,40202,CATERERS,38.2467,-85.739,7/23/18 0:00,100,A,NAIMAN CATERING,
100132,1431781,NEW LEGACY,,1115 GARVIN PL,,LOUISVILLE,KY,40203,CATERERS,38.2368,-85.7614,11/26/18 0:00,95,A,NEW LEGACY,
100103,1399928,MACRO MAN,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,CATERERS,38.2532,-85.7817,7/25/18 0:00,100,A,MACRO MAN,
104703,1422981,ELM CATERING,,1831 PLANTSIDE DR,,LOUISVILLE,KY,40299,CATERERS,38.2218,-85.5758,10/22/18 0:00,100,A,ELM CATERING,
105038,1424891,SONAL'S KITCHEN,,4746 BARDSTOWN RD,,LOUISVILLE,KY,40218,CATERERS,38.1794,-85.6238,10/30/18 0:00,94,A,SONAL'S KITCHEN,
98846,1426846,FULL PLATE,,3220 FRANKFORT AVE,,LOUISVILLE,KY,40206,CATERERS,38.254,-85.674,11/6/18 0:00,95,A,FULL PLATE,
103459,1424968,YUMMY NOSH CATERING,,3506 TAYLOR BLVD,,LOUISVILLE,KY,40215,CATERERS,38.196,-85.7835,10/30/18 0:00,97,A,YUMMY NOSH CATERING,
88196,1396658,BRECKENRIDGE INN,,2800 BRECKENRIDGE LN,,LOUISVILLE,KY,40220,CATERERS,38.2253,-85.6321,7/12/18 0:00,98,A,BRECKENRIDGE INN,
81295,1435206,BEHA CATERING,,4714 PINEWOOD RD,,LOUISVILLE,KY,40218,CATERERS,38.1854,-85.6915,12/11/18 0:00,95,A,BEHA CATERING,
106169,1421367,CLEM CREATIVE,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,CATERERS,38.2536,-85.7816,10/12/18 0:00,100,A,CLEM CREATIVE,
104252,1421684,JARFI'S CATERING,,222 S 7TH ST,,LOUISVILLE,KY,40202,CATERERS,38.2549,-85.7629,10/16/18 0:00,100,A,JARFI'S CATERING,
104915,1405889,DONALD'S CATERING,,2222 S 9TH ST,,LOUISVILLE,KY,40210,CATERERS,38.129,-85.463,8/16/18 0:00,97,A,DONALD'S CATERING,
102327,1424799,BHAVANA FOODS,,1841 PLANTSIDE DR,,LOUISVILLE,KY,40299,CATERERS,38.217,-85.571,10/30/18 0:00,100,A,BHAVANA FOODS,
91027,1422967,BRISTOL BAR and GRILLE,,1862 MELLWOOD AVE,,LOUISVILLE,KY,40206,CATERERS,38.2641,-85.721,10/22/18 0:00,100,A,BRISTOL BAR and GRILLE,
82396,1442386,KAREM'S DELI and CATERING,,3600 CHAMBERLAIN LN,,LOUISVILLE,KY,40241,CATERERS,38.303,-85.5527,1/15/19 0:00,98,A,KAREM'S DELI and CATERING,
73002,1442921,JU-LI CREATIONS,,8621 HI VIEW LN,,LOUISVILLE,KY,40272,CATERERS,38.1212,0,1/11/19 0:00,100,A,JU-LI CREATIONS,
96749,1458053,RAMSEY'S RECIPES,,3812 W BROADWAY,,LOUISVILLE,KY,40212,CATERERS,38.2497,-85.2497,3/25/19 0:00,98,A,RAMSEY'S RECIPES,
91027,1466032,BRISTOL BAR and GRILLE,,1862 MELLWOOD AVE,,LOUISVILLE,KY,40206,CATERERS,38.2641,-85.721,4/24/19 0:00,100,A,BRISTOL BAR and GRILLE,
102648,1441618,DINING WITH GABOR AND MORE,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,CATERERS,38.2535,-85.7816,1/9/19 0:00,100,A,DINING WITH GABOR AND MORE,
102328,1448637,TRUE NORTH CATERING,,1841 PLANTSIDE DR,,LOUISVILLE,KY,40299,CATERERS,38.217,-85.571,2/8/19 0:00,100,A,TRUE NORTH CATERING,
100103,1449500,MACRO MAN,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,CATERERS,38.2532,-85.7817,2/13/19 0:00,100,A,MACRO MAN,
98707,1463631,LUCRETIA'S KITCHEN,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,CATERERS,38.2532,-85.7817,4/18/19 0:00,92,A,LUCRETIA'S KITCHEN,
85392,1463795,DINING ELEGANCE CATERERS,,10920 PLANTSIDE DR,,LOUISVILLE,KY,40299,CATERERS,38.123,-85.333,4/18/19 0:00,100,A,DINING ELEGANCE CATERERS,
88196,1444531,BRECKENRIDGE INN,,2800 BRECKENRIDGE LN,,LOUISVILLE,KY,40220,CATERERS,38.2253,-85.6321,1/24/19 0:00,99,A,BRECKENRIDGE INN,
106532,1450843,240 ADAMS,,240 ADAMS ST,,LOUISVILLE,KY,40206,CATERERS,38.2595,-85.7271,2/20/19 0:00,100,A,240 ADAMS,
100077,1459171,U OF L CATERING SERVICES,,2100 S FLOYD ST,,LOUISVILLE,KY,40208,CATERERS,38.2178,-85.7556,3/25/19 0:00,100,A,U OF L CATERING SERVICES,
105038,1455359,SONAL'S KITCHEN,,4746 BARDSTOWN RD,,LOUISVILLE,KY,40218,CATERERS,38.1794,-85.6238,3/12/19 0:00,94,A,SONAL'S KITCHEN,
106169,1463632,CLEM CREATIVE,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,CATERERS,38.2536,-85.7816,4/18/19 0:00,96,A,CLEM CREATIVE,
99121,1449501,MARINATIONS CATERING,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,CATERERS,38.2532,-85.7817,2/13/19 0:00,100,A,MARINATIONS CATERING,
106797,1449502,A LA CARTE,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,CATERERS,38.2535,-85.7816,2/13/19 0:00,100,A,A LA CARTE,
59613,1449550,NAIMAN CATERING,,601 S SHELBY ST,,LOUISVILLE,KY,40202,CATERERS,38.2467,-85.739,2/13/19 0:00,97,A,NAIMAN CATERING,
104252,1463617,JARFI'S CATERING,,222 S 7TH ST,,LOUISVILLE,KY,40202,CATERERS,38.2549,-85.7629,4/18/19 0:00,99,A,JARFI'S CATERING,
104915,1463777,DONALD'S CATERING,,2222 S 9TH ST,,LOUISVILLE,KY,40210,CATERERS,38.129,-85.463,4/19/19 0:00,96,A,DONALD'S CATERING,
77581,1449771,MAGNOLIA FOODS CATERING,,621 W MAGNOLIA ST,,LOUISVILLE,KY,40208,CATERERS,38.2298,-85.7656,2/14/19 0:00,96,A,MAGNOLIA FOODS CATERING,
106996,1457643,FOXX CATERING,,2005 DOUGLASS BLVD,,LOUISVILLE,KY,40205,CATERERS,38.2253,-85.6936,3/21/19 0:00,100,A,FOXX CATERING,
99589,1468462,FESTIVAL CUISINE and SPIRITS,,473 ROBERTS AVE,,LOUISVILLE,KY,40214,CATERERS,38.1534,-85.7589,5/9/19 0:00,96,A,FESTIVAL CUISINE and SPIRITS,
102327,1467885,BHAVANA FOODS,,1841 PLANTSIDE DR,,LOUISVILLE,KY,40299,CATERERS,38.217,-85.571,5/7/19 0:00,100,A,BHAVANA FOODS,
102191,1457798,COMMONWEALTH CATERING LLC,,2401 WOODBOURNE AVE,,LOUISVILLE,KY,40205,CATERERS,38.2281,-85.6848,3/22/19 0:00,98,A,COMMONWEALTH CATERING LLC,
86636,1444558,GRACIOUS PLENTY CATERING,,2900 BROWNSBORO RD,,LOUISVILLE,KY,40206,CATERERS,38.26,-85.6881,1/24/19 0:00,100,A,GRACIOUS PLENTY CATERING,
104703,1464982,ELM CATERING,,1831 PLANTSIDE DR,,LOUISVILLE,KY,40299,CATERERS,38.2218,-85.5758,4/24/19 0:00,100,A,ELM CATERING,
89793,1451169,CHILDREN'S PANTRY,,7602 3RD STREET RD,,LOUISVILLE,KY,40214,CATERERS,38.1402,-85.7829,2/21/19 0:00,98,A,CHILDREN'S PANTRY,
75555,1448312,MIRABELLE GOURMET CATERING,,1309 CHRISTY AVE,,LOUISVILLE,KY,40204,CATERERS,38.24,-85.7304,2/7/19 0:00,97,A,MIRABELLE GOURMET CATERING,
107047,1461736,UNITED CATERING,,227 S 30TH ST,,LOUISVILLE,KY,40212,CATERERS,0,0,4/10/19 0:00,98,A,UNITED CATERING,
103459,1467467,YUMMY NOSH CATERING,,3506 TAYLOR BLVD,,LOUISVILLE,KY,40215,CATERERS,38.196,-85.7835,5/6/19 0:00,96,A,YUMMY NOSH CATERING,
86561,1458386,MASTERSON'S CATERING,,1231 LEXINGTON RD,,LOUISVILLE,KY,40204,CATERERS,38.2497,-85.7285,3/26/19 0:00,94,A,MASTERSON'S CATERING,
107309,1467922,LOVE AT FIRST BITE,,3739 LEXINGTON RD,,LOUISVILLE,KY,40207,CATERERS,38.2504,-85.7167,5/7/19 0:00,100,A,LOVE AT FIRST BITE,
106788,1447444,ROZ CATERING,,2204 DIXIE HWY,,LOUISVILLE,KY,40210,CATERERS,38.2185,-85.7949,2/5/19 0:00,100,A,ROZ CATERING,
107288,1466313,WELCOME TABLE,,2100 UPPER HUNTERS TRACE,,LOUISVILLE,KY,40216,CHARITABLE FOOD SERVICE (501(C)3 EXEMPT),38.1676,-85.8358,4/30/19 0:00,100,A,WELCOME TABLE,
84446,1381223,LOU. METRO YOUTH CENTER C/O MICHELLE SHARP,,720 W JEFFERSON ST,,LOUISVILLE,KY,40202,CONFINEMENT FACILITY FOOD SERVICE,38.2544,-85.7623,5/22/18 0:00,95,A,LOU. METRO YOUTH CENTER C/O MICHELLE SHARP,
84446,1436194,LOU. METRO YOUTH CENTER C/O MICHELLE SHARP,,720 W JEFFERSON ST,,LOUISVILLE,KY,40202,CONFINEMENT FACILITY FOOD SERVICE,38.2544,-85.7623,12/13/18 0:00,97,A,LOU. METRO YOUTH CENTER C/O MICHELLE SHARP,
75560,1386745,PROOF ON MAIN,,702 W MAIN ST,,LOUISVILLE,KY,40202,FOOD SERVICE,38.257,-85.7618,6/12/18 0:00,100,A,PROOF ON MAIN,
90128,1380419,QDOBA #2632,,312 S 4TH ST,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2534,-85.7572,5/18/18 0:00,94,A,QDOBA #2632,
93095,1380462,MANSION MILLIONAIRE 6,,700 CENTRAL AVE,,LOUISVILLE,KY,40208,FOOD SERVICE,38.2023,-85.7701,5/18/18 0:00,100,A,MANSION MILLIONAIRE 6,
104880,1380527,STARTING GATE PANTRY 6,,700 CENTRAL AVE,,LOUISVILLE,KY,40208,FOOD SERVICE,38.2042,-85.7716,5/18/18 0:00,100,A,STARTING GATE PANTRY 6,
104879,1380529,STARTING GATE PANTRY 5,,700 CENTRAL AVE,,LOUISVILLE,KY,40208,FOOD SERVICE,38.2042,-85.7716,5/18/18 0:00,98,A,STARTING GATE PANTRY 5,
88495,1382791,SUBWAY,,5469 NEW CUT RD,,LOUISVILLE,KY,40214,FOOD SERVICE,38.1463,-85.7751,5/29/18 0:00,99,A,SUBWAY,
99404,1382820,"LIFE BAR, LLC",,3046 BARDSTOWN RD,,LOUISVILLE,KY,40205,FOOD SERVICE,38.213,-85.1738,5/29/18 0:00,100,A,"LIFE BAR, LLC",
48150,1384698,COURTYARD CAFE BY MASTERSONS,,680 S 4TH ST,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2466,-85.7585,6/4/18 0:00,96,A,COURTYARD CAFE BY MASTERSONS,
62821,1387009,UPPER HIGHLANDS SWIM CLUB,,2411 PARKDALE AVE,,LOUISVILLE,KY,40220,FOOD SERVICE,38.2356,-85.6208,6/12/18 0:00,97,A,UPPER HIGHLANDS SWIM CLUB,
83104,1380855,JASON'S DELI,,4600 SHELBYVILLE RD,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2503,-85.6294,5/21/18 0:00,100,A,JASON'S DELI,
81481,1380961,HARDEE'S,,3459 TAYLOR BLVD,,LOUISVILLE,KY,40215,FOOD SERVICE,38.1972,-85.7828,5/21/18 0:00,98,A,HARDEE'S,
101786,1383053,WHITE CASTLE  #13,,3701 S 7TH ST,,LOUISVILLE,KY,40216,FOOD SERVICE,38.1967,-85.7991,5/29/18 0:00,96,A,WHITE CASTLE  #13,
86218,1385040,SUNERGOS COFFEE,,306 W WOODLAWN AVE,,LOUISVILLE,KY,40214,FOOD SERVICE,38.1816,-85.7664,6/5/18 0:00,98,A,SUNERGOS COFFEE,
105036,1381225,RABBIT HOLE DISTILLERY,,711 E JEFFERSON ST,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2523,-85.7394,5/22/18 0:00,100,A,RABBIT HOLE DISTILLERY,
98639,1381324,PEKING CITY EXPRESS,,4000 DUTCHMANS LN,,LOUISVILLE,KY,40207,FOOD SERVICE,38.2334,-85.6348,5/22/18 0:00,100,A,PEKING CITY EXPRESS,
99662,1383267,JB'S PUB,,307 CENTRAL AVE,,LOUISVILLE,KY,40208,FOOD SERVICE,38.2051,-85.7646,5/30/18 0:00,99,A,JB'S PUB,
60707,1383271,WHITE CASTLE #28,,7200 CEDAR SPRINGS BLVD,,LOUISVILLE,KY,40291,FOOD SERVICE,38.1446,-85.5852,5/30/18 0:00,100,A,WHITE CASTLE #28,
84451,1383274,#52 SPORTS BAR and KITCHEN,,6551 PARAMOUNT PARK DR,,LOUISVILLE,KY,40213,FOOD SERVICE,38.155,-85.7126,5/30/18 0:00,96,A,#52 SPORTS BAR and KITCHEN,
89684,1385056,SUBWAY,,10512 FISCHER PARK DR,,LOUISVILLE,KY,40241,FOOD SERVICE,38.2966,-85.5578,6/5/18 0:00,98,A,SUBWAY,
35172,1385058,STANDARD CC POOL SNACK BAR,,8208 STANDARD CLUB LN,,LOUISVILLE,KY,40241,FOOD SERVICE,38.2931,-85.5977,6/5/18 0:00,97,A,STANDARD CC POOL SNACK BAR,
84135,1385059,WOODS OF ST THOMAS CLUB,,6701 FALLEN LEAF CIRCLE,,LOUISVILLE,KY,40241,FOOD SERVICE,38.2915,-85.6243,6/5/18 0:00,99,A,WOODS OF ST THOMAS CLUB,
86330,1385061,ZOE'S KITCHEN,,4126 SUMMIT PLAZA DR,,LOUISVILLE,KY,40241,FOOD SERVICE,38.3063,-85.5774,6/5/18 0:00,97,A,ZOE'S KITCHEN,
100049,1385081,CARALIS ROTISSERIE CHICKEN,,9148 TAYLORSVILLE RD,,LOUISVILLE,KY,40299,FOOD SERVICE,38.2121,-85.589,6/5/18 0:00,99,A,CARALIS ROTISSERIE CHICKEN,
99415,1385092,DUNKIN DONUTS,,4611 DIXIE HWY,,LOUISVILLE,KY,40216,FOOD SERVICE,38.1775,-85.8189,6/4/18 0:00,97,A,DUNKIN DONUTS,
102225,1385096,ALADDIN'S CAFE,,1613 BARDSTOWN RD,,LOUISVILLE,KY,40204,FOOD SERVICE,38.1388,-85.422,6/5/18 0:00,97,A,ALADDIN'S CAFE,
99344,1385098,CHICK-FIL-A,,6630 DIXIE HWY,,LOUISVILLE,KY,40258,FOOD SERVICE,38.1543,-85.8356,6/5/18 0:00,98,A,CHICK-FIL-A,
86553,1387404,WAFFLE HOUSE #1887,,10563 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,38.1014,-85.8705,6/13/18 0:00,95,A,WAFFLE HOUSE #1887,
105246,1387417,CAFE MIMOSA,,1543 BARDSTOWN RD,,LOUISVILLE,KY,40205,FOOD SERVICE,38.2315,-85.7069,6/13/18 0:00,96,A,CAFE MIMOSA,
90496,1387427,QDOBA #2753,,1831 BLANKENBAKER PKWY,,LOUISVILLE,KY,40299,FOOD SERVICE,38.2155,-85.5381,6/13/18 0:00,99,A,QDOBA #2753,
100440,1387429,MCDONALD'S #4924,,3100 POPLAR LEVEL RD,,LOUISVILLE,KY,40219,FOOD SERVICE,38.2115,-85.7209,6/13/18 0:00,93,A,MCDONALD'S #4924,
34812,1387430,ORIENTAL STAR,,4212 BISHOP LN,,LOUISVILLE,KY,40218,FOOD SERVICE,38.2003,-85.6867,6/13/18 0:00,94,A,ORIENTAL STAR,
84063,1387432,ZANZABAR,,2100 S PRESTON ST,,LOUISVILLE,KY,40217,FOOD SERVICE,38.2175,-85.7458,6/13/18 0:00,98,A,ZANZABAR,
34897,1381549,FRISCH'S BIG BOY #153,,1710 LINCOLN AVE,,LOUISVILLE,KY,40213,FOOD SERVICE,38.1971,0,5/22/18 0:00,98,A,FRISCH'S BIG BOY #153,
90602,1383432,VFW POST 2921,,2902 S 7TH ST,,LOUISVILLE,KY,40216,FOOD SERVICE,38.2043,-85.7907,5/30/18 0:00,96,A,VFW POST 2921,
41292,1385119,OLE HICKORY PIT BAR B Q,,6106 OLD SHEPHERDSVILLE RD,,LOUISVILLE,KY,40228,FOOD SERVICE,38.1628,-85.6604,6/5/18 0:00,94,A,OLE HICKORY PIT BAR B Q,
99670,1385128,FIESTA TIME AMIGOS,,8123 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,38.1292,-85.5763,6/5/18 0:00,98,A,FIESTA TIME AMIGOS,
65058,1387547,QUALITY INN and SUITES,,311 E GAULBERT AVE,,LOUISVILLE,KY,40208,FOOD SERVICE,38.2239,-85.7529,6/14/18 0:00,98,A,QUALITY INN and SUITES,
35203,1388025,INDI'S,,4419 CANE RUN RD,,LOUISVILLE,KY,40216,FOOD SERVICE,38.1967,-85.8403,6/14/18 0:00,96,A,INDI'S,
34009,1388034,UPTOWN CAFE,,1624 BARDSTOWN RD,,LOUISVILLE,KY,40205,FOOD SERVICE,38.2301,-85.704,6/14/18 0:00,94,A,UPTOWN CAFE,
47951,1378434,VIETNAM KITCHEN,,5339 MITSCHER AVE,,LOUISVILLE,KY,40214,FOOD SERVICE,38.1706,-85.77,5/10/18 0:00,98,A,VIETNAM KITCHEN,
84449,1378446,BISTRO 42,,6021 TIMBER RIDGE DR,,PROSPECT,KY,40059,FOOD SERVICE,38.3353,-85.6235,5/10/18 0:00,100,A,BISTRO 42,
34685,1381728,ROBBEN'S ROOST,,5906 SIX MILE LN,,LOUISVILLE,KY,40220,FOOD SERVICE,38.195,-85.6507,5/22/18 0:00,100,A,ROBBEN'S ROOST,
33164,1381732,WOODHAVEN COUNTRY CLUB,,7200 WOODHAVEN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,38.1722,-85.6275,5/23/18 0:00,92,A,WOODHAVEN COUNTRY CLUB,
72441,1381733,AFC SUSHI @ KROGER #389,,5929 TIMBER RIDGE DR,,PROPSECT,KY,40059,FOOD SERVICE,38.3403,-85.6214,5/23/18 0:00,100,A,AFC SUSHI @ KROGER #389,
94876,1381783,4TH AVE UNITED METHODIST CHURCH,,318 W ST. CATHERINE ST,,LOUISVILLE,KY,40203,FOOD SERVICE,38.2371,-85.7595,5/22/18 0:00,95,A,4TH AVE UNITED METHODIST CHURCH,
92244,1381784,8 TASTE OF CHINA,,1167 S 4TH ST,,LOUISVILLE,KY,40203,FOOD SERVICE,38.2351,-85.7602,5/22/18 0:00,90,A,8 TASTE OF CHINA,
83179,1381792,PUERTO VALLARTA,,7813 BEULAH CHURCH RD,,LOUISVILLE,KY,40228,FOOD SERVICE,38.1235,-85.6148,5/23/18 0:00,97,A,PUERTO VALLARTA,
103887,1385404,DUNKIN DONUTS,,2815 FERN VALLEY RD,,LOUISVILLE,KY,40213,FOOD SERVICE,38.1574,-85.7112,6/6/18 0:00,93,A,DUNKIN DONUTS,
90012,1385409,SONIC DRIVE-IN,,3641 SPRINGHURST BLVD,,LOUISVILLE,KY,40241,FOOD SERVICE,38.3801,-85.5591,6/6/18 0:00,99,A,SONIC DRIVE-IN,
99856,1385417,WING ZONE,,3038 HUNSINGER LN,,LOUISVILLE,KY,40220,FOOD SERVICE,38.2177,-85.6248,6/6/18 0:00,99,A,WING ZONE,
75562,1385423,FRISCH'S BIG BOY #203,,6209 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,38.1554,-85.5891,6/6/18 0:00,97,A,FRISCH'S BIG BOY #203,
89770,1385424,DAIRY QUEEN,,6205 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,38.1558,-85.5894,6/6/18 0:00,97,A,DAIRY QUEEN,
57089,1388263,PT'S SHOW CLUB,,227 E MARKET ST,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2549,-85.7491,6/15/18 0:00,100,A,PT'S SHOW CLUB,
82544,1378463,40 ACRES and A MULE,,1800 DIXIE HWY,,LOUISVILLE,KY,40210,FOOD SERVICE,38.2246,-85.7919,5/10/18 0:00,91,A,40 ACRES and A MULE,
93714,1378478,ZAXBY'S,,10715 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,38.981,-85.8724,5/10/18 0:00,99,A,ZAXBY'S,
77062,1378563,SILVER SPOON,,604 S 3RD ST,,LOUISVILLE,KY,40202,FOOD SERVICE,38.2485,0,5/10/18 0:00,94,A,SILVER SPOON,
71031,1378621,MCALISTER'S #1135,,2400 LIME KILN LN,,LOUISVILLE,KY,40222,FOOD SERVICE,38.2865,-85.6292,5/11/18 0:00,95,A,MCALISTER'S #1135,
34396,1383909,HUNTING CREEK COUNTRY CLUB,,6807 FOXCRAFT RD,,PROSPECT,KY,40059,FOOD SERVICE,38.3448,-85.6035,5/31/18 0:00,97,A,HUNTING CREEK COUNTRY CLUB,
102587,1385489,DIAMOND STATION,,2280 BARDSTOWN RD,,LOUISVILLE,KY,40205,FOOD SERVICE,38.224,-85.6915,6/6/18 0:00,99,A,DIAMOND STATION,
56535,1382000,MOBY DICK,,11210 PRESTON HWY,,LOUISVILLE,KY,40229,FOOD SERVICE,38.866,-85.6692,5/21/18 0:00,99,A,MOBY DICK,
33403,1382001,BLUE LICK OPTIMIST,,4611 MUD LN,,LOUISVILLE,KY,40229,FOOD SERVICE,38.892,-85.692,5/21/18 0:00,97,A,BLUE LICK OPTIMIST,
69071,1383911,DOMINO'S PIZZA #1433,,5400 PRESTON HWY,,LOUISVILLE,KY,40213,FOOD SERVICE,38.1705,-85.709,5/31/18 0:00,97,A,DOMINO'S PIZZA #1433,
